File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241128T045539/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/output_logging_20241127T163827/1-remote-attach.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/output_logging_20241127T163827/2-CC++ Configuration Warnings.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241116T104244/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost4/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost4/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost4/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost6/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost6/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241201T110200/exthost6/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T104817/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241129T163158/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T142204/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241114T045236/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-extension-pack-1.3.0 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-1.22.11-linux-x64 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-themes-2.0.0 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cmake-tools-1.19.52 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/CachedExtensionVSIXs/twxs.cmake-0.0.17 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/workspaceStorage/d4d5dee18a19dfb68cd5707fd719cf93/vscode.lock is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/workspaceStorage/51be7685d5e1af98c082e30c7745e06c/vscode.lock is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/workspaceStorage/dad79b43f5469d00bbc538f3db9b4249/vscode.lock is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/globalStorage/storage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1165f574/Zl13 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1165f574/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1165f574/BgaX is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1165f574/tzIJ is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1165f574/m2yt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/-6cdc562c/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/-6cdc562c/krW5.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/-6cdc562c/Bd2t.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/ec3769b/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/ec3769b/WeVS.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/c593b6f/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/c593b6f/k12f.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/54c8aaa8/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/54c8aaa8/9uxn.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1c3f683b/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1c3f683b/qwzQ.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1c3f683b/xw5R.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/1c3f683b/Rxsd.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/443137a5/entries.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/443137a5/rm9E.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/443137a5/wLlc.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/User/History/10da0254/entries.json is unchanged, skipping backup.
